ticker,company,price,date
KEGN,Kenya Electricity Generating Co. Ltd.,4.74,11/22/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.12,11/22/2020
KPLC,Kenya Power & Lighting Co. Limited,1.61,11/22/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,11/22/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,11/22/2020
KQ,Kenya Airways Limited,3.83,11/22/2020
KUKZ,Kakuzi Limited,365,11/22/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/22/2020
LIMT,Limuru Tea Company Limited,360,11/22/2020
LKL,Longhorn Publishers Limited,4.54,11/22/2020
MSC,Mumias Sugar Company Limited,0.28,11/22/2020
NBK,National Bank of Kenya Limited,4.12,11/22/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/22/2020
NIC,NIC Bank Limited,22.7,11/22/2020
NMG,Nation Media Group,15.5,11/22/2020
NSE,Nairobi Securities Exchange Limited,8.12,11/22/2020
OCH,Olympia Capital Holdings Limited,2.33,11/22/2020
ORCH,Kenya Orchards Limited,11.05,11/22/2020
PAFR,Sanlam Kenya Plc,11.6,11/22/2020
PORT,East African Portland Cement Co. Ltd,13,11/22/2020
SASN,Sasini Tea and Coffee Limited,17.1,11/22/2020
SCAN,ScanGroup Limited,6.22,11/22/2020
SCBK,Standard Chartered Bank Limited,149.25,11/22/2020
SCOM,Safaricom Limited,32,11/22/2020
SGL,Standard Group Limited,25.3,11/22/2020
TCL,Trans Century Limited,1.23,11/22/2020
TOTL,Total Kenya Limited,22.3,11/22/2020
TPSE,TPS Eastern Africa (Serena) Limited,14,11/22/2020
UCHM,Uchumi Supermarket Limited,0.29,11/22/2020
UMME,Umeme Limited,7.14,11/22/2020
UNGA,Unga Group Limited,30.05,11/22/2020
WTK,Williamson Tea Kenya Limited,129.5,11/22/2020
XPRS,Express Kenya Limited,3.1,11/22/2020
ABSA,Absa Bank Kenya Plc,9.54,11/23/2020
ARM,ARM Cement Limited,5.55,11/23/2020
BAMB,Bamburi Cement Limited,28,11/23/2020
BAT,British American Tobacco (Kenya) Ltd.,370,11/23/2020
BERG,Crown Paints Kenya Limited,39,11/23/2020
BKG,Bank of Kigali Group Limited,13.5,11/23/2020
BOC,BOC Kenya Limited,66,11/23/2020
BRIT,Britam Holdings Limited,7.3,11/23/2020
C&G,Car and General (Kenya) Limited,21.6,11/23/2020
CABL,East African Cables Limited,1.4,11/23/2020
CARB,Carbacid Investments Limited,8.98,11/23/2020
CFC,Stanbic Holdings Limited,83,11/23/2020
CFCI,Liberty Kenya Holdings Limited,7.48,11/23/2020
CIC,CIC Insurance Group Limited,2.06,11/23/2020
COOP,Co-operative Bank of Kenya Limited,11.5,11/23/2020
DCON,Deacons (East Africa) Plc,0.45,11/23/2020
DTK,Diamond Trust Bank Kenya Limited,65,11/23/2020
EABL,East African Breweries Limited,155,11/23/2020
EGAD,Eaagads Limited,12.7,11/23/2020
EQTY,Equity Group Holdings Limited,35.55,11/23/2020
EVRD,Eveready East Africa Limited,0.89,11/23/2020
FAHR,STANLIB Fahari Income REIT,5.34,11/23/2020
FIRE,Sameer Africa Limited,3.18,11/23/2020
FTGH,Flame Tree Group Holdings Limited,1.31,11/23/2020
GLD,NewGold Exchange Traded Fund,"1,975.00",11/23/2020
HAFR,Home Afrika Limited,0.39,11/23/2020
HFCK,Housing Finance Company Limited,3.07,11/23/2020
I&M,I&M Holdings Plc,43.5,11/23/2020
ICDC,Centum Investment Company Limited,16.8,11/23/2020
JUB,Jubilee Holdings Limited,270,11/23/2020
KAPC,Kapchorua Tea Company Limited,71.5,11/23/2020
KCB,KCB Bank Kenya Limited,36.8,11/23/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.61,11/23/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.14,11/23/2020
KPLC,Kenya Power & Lighting Co. Limited,1.6,11/23/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,11/23/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,11/23/2020
KQ,Kenya Airways Limited,3.83,11/23/2020
KUKZ,Kakuzi Limited,365,11/23/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/23/2020
LIMT,Limuru Tea Company Limited,360,11/23/2020
LKL,Longhorn Publishers Limited,4.54,11/23/2020
MSC,Mumias Sugar Company Limited,0.28,11/23/2020
NBK,National Bank of Kenya Limited,4.12,11/23/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/23/2020
NIC,NIC Bank Limited,22.6,11/23/2020
NMG,Nation Media Group,16,11/23/2020
NSE,Nairobi Securities Exchange Limited,8,11/23/2020
OCH,Olympia Capital Holdings Limited,2.2,11/23/2020
ORCH,Kenya Orchards Limited,11.05,11/23/2020
PAFR,Sanlam Kenya Plc,11,11/23/2020
PORT,East African Portland Cement Co. Ltd,12,11/23/2020
SASN,Sasini Tea and Coffee Limited,17.1,11/23/2020
SCAN,ScanGroup Limited,6,11/23/2020
SCBK,Standard Chartered Bank Limited,150.75,11/23/2020
SCOM,Safaricom Limited,32,11/23/2020
SGL,Standard Group Limited,25.3,11/23/2020
TCL,Trans Century Limited,1.22,11/23/2020
TOTL,Total Kenya Limited,22.3,11/23/2020
TPSE,TPS Eastern Africa (Serena) Limited,14,11/23/2020
UCHM,Uchumi Supermarket Limited,0.29,11/23/2020
UMME,Umeme Limited,7.14,11/23/2020
UNGA,Unga Group Limited,30.05,11/23/2020
WTK,Williamson Tea Kenya Limited,130,11/23/2020
XPRS,Express Kenya Limited,3,11/23/2020
ABSA,Absa Bank Kenya Plc,9.4,11/24/2020
ARM,ARM Cement Limited,5.55,11/24/2020
BAMB,Bamburi Cement Limited,28.15,11/24/2020
BAT,British American Tobacco (Kenya) Ltd.,370,11/24/2020
BERG,Crown Paints Kenya Limited,40,11/24/2020
BKG,Bank of Kigali Group Limited,13.5,11/24/2020
BOC,BOC Kenya Limited,66,11/24/2020
BRIT,Britam Holdings Limited,7.48,11/24/2020
C&G,Car and General (Kenya) Limited,21.6,11/24/2020
CABL,East African Cables Limited,1.3,11/24/2020
CARB,Carbacid Investments Limited,9,11/24/2020
CFC,Stanbic Holdings Limited,83,11/24/2020
CFCI,Liberty Kenya Holdings Limited,7.5,11/24/2020
CIC,CIC Insurance Group Limited,2.08,11/24/2020
COOP,Co-operative Bank of Kenya Limited,11.5,11/24/2020
DCON,Deacons (East Africa) Plc,0.45,11/24/2020
DTK,Diamond Trust Bank Kenya Limited,63,11/24/2020
EABL,East African Breweries Limited,155,11/24/2020
EGAD,Eaagads Limited,12.7,11/24/2020
EQTY,Equity Group Holdings Limited,35.65,11/24/2020
EVRD,Eveready East Africa Limited,0.97,11/24/2020
FAHR,STANLIB Fahari Income REIT,5.3,11/24/2020
FIRE,Sameer Africa Limited,3.28,11/24/2020
FTGH,Flame Tree Group Holdings Limited,1.31,11/24/2020
GLD,NewGold Exchange Traded Fund,"1,975.00",11/24/2020
HAFR,Home Afrika Limited,0.42,11/24/2020
HFCK,Housing Finance Company Limited,3.09,11/24/2020
I&M,I&M Holdings Plc,43.5,11/24/2020
ICDC,Centum Investment Company Limited,17.95,11/24/2020
JUB,Jubilee Holdings Limited,270,11/24/2020
KAPC,Kapchorua Tea Company Limited,71.5,11/24/2020
KCB,KCB Bank Kenya Limited,37.2,11/24/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.56,11/24/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.1,11/24/2020
KPLC,Kenya Power & Lighting Co. Limited,1.59,11/24/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,11/24/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,11/24/2020
KQ,Kenya Airways Limited,3.83,11/24/2020
KUKZ,Kakuzi Limited,365,11/24/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/24/2020
LIMT,Limuru Tea Company Limited,360,11/24/2020
LKL,Longhorn Publishers Limited,4.5,11/24/2020
MSC,Mumias Sugar Company Limited,0.28,11/24/2020
NBK,National Bank of Kenya Limited,4.12,11/24/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/24/2020
NIC,NIC Bank Limited,22.6,11/24/2020
NMG,Nation Media Group,16.25,11/24/2020
NSE,Nairobi Securities Exchange Limited,8,11/24/2020
OCH,Olympia Capital Holdings Limited,2.02,11/24/2020
ORCH,Kenya Orchards Limited,11.05,11/24/2020
PAFR,Sanlam Kenya Plc,11.5,11/24/2020
PORT,East African Portland Cement Co. Ltd,12,11/24/2020
SASN,Sasini Tea and Coffee Limited,17.1,11/24/2020
SCAN,ScanGroup Limited,6.2,11/24/2020
SCBK,Standard Chartered Bank Limited,147.25,11/24/2020
SCOM,Safaricom Limited,31.7,11/24/2020
SGL,Standard Group Limited,25.3,11/24/2020
TCL,Trans Century Limited,1.22,11/24/2020
TOTL,Total Kenya Limited,22.4,11/24/2020
TPSE,TPS Eastern Africa (Serena) Limited,13.65,11/24/2020
UCHM,Uchumi Supermarket Limited,0.29,11/24/2020
UMME,Umeme Limited,7.14,11/24/2020
UNGA,Unga Group Limited,30.05,11/24/2020
WTK,Williamson Tea Kenya Limited,128.5,11/24/2020
XPRS,Express Kenya Limited,3,11/24/2020
ABSA,Absa Bank Kenya Plc,9.4,11/25/2020
ARM,ARM Cement Limited,5.55,11/25/2020
BAMB,Bamburi Cement Limited,28.1,11/25/2020
BAT,British American Tobacco Kenya,370,11/25/2020
BERG,Crown Paints Kenya Limited,40,11/25/2020
BKG,Bank of Kigali Group Limited,14,11/25/2020
BOC,BOC Kenya Limited,66,11/25/2020
BRIT,Britam Holdings Limited,7.42,11/25/2020
C&G,Car and General Kenya Limited,21.6,11/25/2020
CABL,East African Cables Limited,1.4,11/25/2020
CARB,Carbacid Investments Limited,9.06,11/25/2020
CFC,Stanbic Holdings Limited,83,11/25/2020
CFCI,Liberty Kenya Holdings Limited,7.5,11/25/2020
CIC,CIC Insurance Group Limited,2.06,11/25/2020
COOP,Co-operative Bank of Kenya Limited,11.65,11/25/2020
DCON,Deacons East Africa Plc,0.45,11/25/2020
DTK,Diamond Trust Bank Kenya Limited,63.5,11/25/2020
EABL,East African Breweries Limited,155,11/25/2020
EGAD,Eaagads Limited,12.7,11/25/2020
EQTY,Equity Group Holdings Limited,35.65,11/25/2020
EVRD,Eveready East Africa Limited,0.99,11/25/2020
FAHR,STANLIB Fahari Income REIT,5.34,11/25/2020
FIRE,Sameer Africa Limited,3.09,11/25/2020
FTGH,Flame Tree Group Holdings Limited,1.4,11/25/2020
GLD,NewGold Exchange Traded Fund,"1,915.00",11/25/2020
HAFR,Home Afrika Limited,0.38,11/25/2020
HFCK,Housing Finance Company Limited,3,11/25/2020
I&M,I&M Holdings Plc,43.5,11/25/2020
ICDC,Centum Investment Company Limited,17.85,11/25/2020
JUB,Jubilee Holdings Limited,270,11/25/2020
KAPC,Kapchorua Tea Company Limited,71.5,11/25/2020
KCB,KCB Bank Kenya Limited,37.6,11/25/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.63,11/25/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.1,11/25/2020
KPLC,Kenya Power & Lighting Co. Limited,1.57,11/25/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,11/25/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,11/25/2020
KQ,Kenya Airways Limited,3.83,11/25/2020
KUKZ,Kakuzi Limited,365,11/25/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/25/2020
LIMT,Limuru Tea Company Limited,360,11/25/2020
LKL,Longhorn Publishers Limited,4.54,11/25/2020
MSC,Mumias Sugar Company Limited,0.28,11/25/2020
NBK,National Bank of Kenya Limited,4.12,11/25/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/25/2020
NIC,NIC Bank Limited,22.6,11/25/2020
NMG,Nation Media Group,16,11/25/2020
NSE,Nairobi Securities Exchange Limited,8,11/25/2020
OCH,Olympia Capital Holdings Limited,2.02,11/25/2020
ORCH,Kenya Orchards Limited,11.05,11/25/2020
PAFR,Sanlam Kenya Plc,11.5,11/25/2020
PORT,East African Portland Cement Co. Ltd,11,11/25/2020
SASN,Sasini Tea and Coffee Limited,17.1,11/25/2020
SCAN,ScanGroup Limited,6.12,11/25/2020
SCBK,Standard Chartered Bank Limited,146.75,11/25/2020
SCOM,Safaricom Limited,32,11/25/2020
SGL,Standard Group Limited,25.3,11/25/2020
TCL,Trans Century Limited,1.21,11/25/2020
TOTL,Total Kenya Limited,22.95,11/25/2020
TPSE,TPS Eastern Africa Serena Limited,13.65,11/25/2020
UCHM,Uchumi Supermarket Limited,0.29,11/25/2020
UMME,Umeme Limited,7.14,11/25/2020
UNGA,Unga Group Limited,30.05,11/25/2020
WTK,Williamson Tea Kenya Limited,128.5,11/25/2020
XPRS,Express Kenya Limited,2.92,11/25/2020
ABSA,Absa Bank Kenya Plc,9.34,11/26/2020
ARM,ARM Cement Limited,5.55,11/26/2020
BAMB,Bamburi Cement Limited,28.05,11/26/2020
BAT,British American Tobacco Kenya,371.5,11/26/2020
BERG,Crown Paints Kenya Limited,40,11/26/2020
BKG,Bank of Kigali Group Limited,14,11/26/2020
BOC,BOC Kenya Limited,69.25,11/26/2020
BRIT,Britam Holdings Limited,7.24,11/26/2020
C&G,Car and General Kenya Limited,22.5,11/26/2020
CABL,East African Cables Limited,1.38,11/26/2020
CARB,Carbacid Investments Limited,9.84,11/26/2020
CFC,Stanbic Holdings Limited,83,11/26/2020
CFCI,Liberty Kenya Holdings Limited,7.56,11/26/2020
CIC,CIC Insurance Group Limited,2.03,11/26/2020
COOP,Co-operative Bank of Kenya Limited,11.5,11/26/2020
DCON,Deacons East Africa Plc,0.45,11/26/2020
DTK,Diamond Trust Bank Kenya Limited,63.5,11/26/2020
EABL,East African Breweries Limited,155,11/26/2020
EGAD,Eaagads Limited,12.7,11/26/2020
EQTY,Equity Group Holdings Limited,35.55,11/26/2020
EVRD,Eveready East Africa Limited,1,11/26/2020
FAHR,STANLIB Fahari Income REIT,5.38,11/26/2020
FIRE,Sameer Africa Limited,2.79,11/26/2020
FTGH,Flame Tree Group Holdings Limited,1.4,11/26/2020
GLD,NewGold Exchange Traded Fund,"1,915.00",11/26/2020
HAFR,Home Afrika Limited,0.37,11/26/2020
HFCK,Housing Finance Company Limited,3.09,11/26/2020
I&M,I&M Holdings Plc,43.6,11/26/2020
ICDC,Centum Investment Company Limited,17.8,11/26/2020
JUB,Jubilee Holdings Limited,270,11/26/2020
KAPC,Kapchorua Tea Company Limited,71.5,11/26/2020
KCB,KCB Bank Kenya Limited,37.8,11/26/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.55,11/26/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.08,11/26/2020
KPLC,Kenya Power & Lighting Co. Limited,1.46,11/26/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,11/26/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,11/26/2020
KQ,Kenya Airways Limited,3.83,11/26/2020
KUKZ,Kakuzi Limited,365,11/26/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/26/2020
LIMT,Limuru Tea Company Limited,360,11/26/2020
LKL,Longhorn Publishers Limited,4.5,11/26/2020
MSC,Mumias Sugar Company Limited,0.28,11/26/2020
NBK,National Bank of Kenya Limited,4.12,11/26/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/26/2020
NIC,NIC Bank Limited,23.5,11/26/2020
NMG,Nation Media Group,15.5,11/26/2020
NSE,Nairobi Securities Exchange Limited,8.04,11/26/2020
OCH,Olympia Capital Holdings Limited,2.02,11/26/2020
ORCH,Kenya Orchards Limited,11.05,11/26/2020
PAFR,Sanlam Kenya Plc,11.5,11/26/2020
PORT,East African Portland Cement Co. Ltd,12,11/26/2020
SASN,Sasini Tea and Coffee Limited,17.05,11/26/2020
SCAN,ScanGroup Limited,6.14,11/26/2020
SCBK,Standard Chartered Bank Limited,150,11/26/2020
SCOM,Safaricom Limited,32,11/26/2020
SGL,Standard Group Limited,22.8,11/26/2020
TCL,Trans Century Limited,1.18,11/26/2020
TOTL,Total Kenya Limited,22,11/26/2020
TPSE,TPS Eastern Africa Serena Limited,14.95,11/26/2020
UCHM,Uchumi Supermarket Limited,0.3,11/26/2020
UMME,Umeme Limited,7.2,11/26/2020
UNGA,Unga Group Limited,30,11/26/2020
WTK,Williamson Tea Kenya Limited,128.5,11/26/2020
XPRS,Express Kenya Limited,2.78,11/26/2020
ABSA,Absa Bank Kenya Plc,9.54,11/27/2020
ARM,ARM Cement Limited,5.55,11/27/2020
BAMB,Bamburi Cement Limited,28,11/27/2020
BAT,British American Tobacco Kenya,372,11/27/2020
BERG,Crown Paints Kenya Limited,40,11/27/2020
BKG,Bank of Kigali Group Limited,14,11/27/2020
BOC,BOC Kenya Limited,67.75,11/27/2020
BRIT,Britam Holdings Limited,7.2,11/27/2020
C&G,Car and General Kenya Limited,22.5,11/27/2020
CABL,East African Cables Limited,1.4,11/27/2020
CARB,Carbacid Investments Limited,10.8,11/27/2020
CFC,Stanbic Holdings Limited,79,11/27/2020
CFCI,Liberty Kenya Holdings Limited,7.5,11/27/2020
CIC,CIC Insurance Group Limited,2.06,11/27/2020
COOP,Co-operative Bank of Kenya Limited,11.6,11/27/2020
DCON,Deacons East Africa Plc,0.45,11/27/2020
DTK,Diamond Trust Bank Kenya Limited,61.5,11/27/2020
EABL,East African Breweries Limited,153.75,11/27/2020
EGAD,Eaagads Limited,12.7,11/27/2020
EQTY,Equity Group Holdings Limited,34.4,11/27/2020
EVRD,Eveready East Africa Limited,1.01,11/27/2020
FAHR,STANLIB Fahari Income REIT,5.4,11/27/2020
FIRE,Sameer Africa Limited,3,11/27/2020
FTGH,Flame Tree Group Holdings Limited,1.31,11/27/2020
GLD,NewGold Exchange Traded Fund,"1,915.00",11/27/2020
HAFR,Home Afrika Limited,0.39,11/27/2020
HFCK,Housing Finance Company Limited,3.25,11/27/2020
I&M,I&M Holdings Plc,45.45,11/27/2020
ICDC,Centum Investment Company Limited,17,11/27/2020
JUB,Jubilee Holdings Limited,280,11/27/2020
KAPC,Kapchorua Tea Company Limited,71,11/27/2020
KCB,KCB Bank Kenya Limited,37.15,11/27/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.61,11/27/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.12,11/27/2020
KPLC,Kenya Power & Lighting Co. Limited,1.36,11/27/2020
KPLC-P4,Kenya Power Pref. Shares at 4%,5,11/27/2020
KPLC-P7,Kenya Power Pref. Shares at 7%,6,11/27/2020
KQ,Kenya Airways Limited,3.83,11/27/2020
KUKZ,Kakuzi Limited,365,11/27/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/27/2020
LIMT,Limuru Tea Company Limited,360,11/27/2020
LKL,Longhorn Publishers Limited,4.5,11/27/2020
MSC,Mumias Sugar Company Limited,0.28,11/27/2020
NBK,National Bank of Kenya Limited,4.12,11/27/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/27/2020
NIC,NIC Bank Limited,22.95,11/27/2020
NMG,Nation Media Group,15.45,11/27/2020
NSE,Nairobi Securities Exchange Limited,8,11/27/2020
OCH,Olympia Capital Holdings Limited,2.02,11/27/2020
ORCH,Kenya Orchards Limited,11.05,11/27/2020
PAFR,Sanlam Kenya Plc,11,11/27/2020
PORT,East African Portland Cement Co. Ltd,12,11/27/2020
SASN,Sasini Tea and Coffee Limited,17.05,11/27/2020
SCAN,ScanGroup Limited,6,11/27/2020
SCBK,Standard Chartered Bank Limited,149.75,11/27/2020
SCOM,Safaricom Limited,31.9,11/27/2020
SGL,Standard Group Limited,22.8,11/27/2020
TCL,Trans Century Limited,1.27,11/27/2020
TOTL,Total Kenya Limited,23,11/27/2020
TPSE,TPS Eastern Africa Serena Limited,14.95,11/27/2020
UCHM,Uchumi Supermarket Limited,0.29,11/27/2020
UMME,Umeme Limited,7.14,11/27/2020
UNGA,Unga Group Limited,30,11/27/2020
WTK,Williamson Tea Kenya Limited,128.5,11/27/2020
XPRS,Express Kenya Limited,3,11/27/2020
ABSA,Absa Bank Kenya Plc,9.54,11/28/2020
ARM,ARM Cement Limited,5.55,11/28/2020
BAMB,Bamburi Cement Limited,28,11/28/2020
BAT,British American Tobacco Kenya,372,11/28/2020
BERG,Crown Paints Kenya Limited,40,11/28/2020
BKG,Bank of Kigali Group Limited,14,11/28/2020
BOC,BOC Kenya Limited,67.75,11/28/2020
BRIT,Britam Holdings Limited,7.2,11/28/2020
C&G,Car and General Kenya Limited,22.5,11/28/2020
CABL,East African Cables Limited,1.4,11/28/2020
CARB,Carbacid Investments Limited,10.8,11/28/2020
CFC,Stanbic Holdings Limited,79,11/28/2020
CFCI,Liberty Kenya Holdings Limited,7.5,11/28/2020
CIC,CIC Insurance Group Limited,2.06,11/28/2020
COOP,Co-operative Bank of Kenya Limited,11.6,11/28/2020
DCON,Deacons East Africa Plc,0.45,11/28/2020
DTK,Diamond Trust Bank Kenya Limited,61.5,11/28/2020
EABL,East African Breweries Limited,153.75,11/28/2020
EGAD,Eaagads Limited,12.7,11/28/2020
EQTY,Equity Group Holdings Limited,34.4,11/28/2020
EVRD,Eveready East Africa Limited,1.01,11/28/2020
FAHR,STANLIB Fahari Income REIT,5.4,11/28/2020
FIRE,Sameer Africa Limited,3,11/28/2020
FTGH,Flame Tree Group Holdings Limited,1.31,11/28/2020
GLD,NewGold Exchange Traded Fund,"1,915.00",11/28/2020
HAFR,Home Afrika Limited,0.39,11/28/2020
HFCK,Housing Finance Company Limited,3.25,11/28/2020
I&M,I&M Holdings Plc,45.45,11/28/2020
ICDC,Centum Investment Company Limited,17,11/28/2020
JUB,Jubilee Holdings Limited,280,11/28/2020
KAPC,Kapchorua Tea Company Limited,71,11/28/2020
KCB,KCB Bank Kenya Limited,37.15,11/28/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.61,11/28/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.12,11/28/2020
KPLC,Kenya Power & Lighting Company,1.36,11/28/2020
KPLC-P4,Kenya Power 4% Preference Shares,5,11/28/2020
KPLC-P7,Kenya Power 7% Preference Shares,6,11/28/2020
KQ,Kenya Airways Limited,3.83,11/28/2020
KUKZ,Kakuzi Limited,365,11/28/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/28/2020
LIMT,Limuru Tea Company Limited,360,11/28/2020
LKL,Longhorn Publishers Limited,4.5,11/28/2020
MSC,Mumias Sugar Company Limited,0.28,11/28/2020
NBK,National Bank of Kenya Limited,4.12,11/28/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/28/2020
NIC,NIC Bank Limited,22.95,11/28/2020
NMG,Nation Media Group,15.45,11/28/2020
NSE,Nairobi Securities Exchange Limited,8,11/28/2020
OCH,Olympia Capital Holdings Limited,2.02,11/28/2020
ORCH,Kenya Orchards Limited,11.05,11/28/2020
PAFR,Sanlam Kenya Plc,11,11/28/2020
PORT,East African Portland Cement Co. Ltd,12,11/28/2020
SASN,Sasini Tea and Coffee Limited,17.05,11/28/2020
SCAN,ScanGroup Limited,6,11/28/2020
SCBK,Standard Chartered Bank Limited,149.75,11/28/2020
SCOM,Safaricom Limited,31.9,11/28/2020
SGL,Standard Group Limited,22.8,11/28/2020
TCL,Trans Century Limited,1.27,11/28/2020
TOTL,Total Kenya Limited,23,11/28/2020
TPSE,TPS Eastern Africa Serena Limited,14.95,11/28/2020
UCHM,Uchumi Supermarket Limited,0.29,11/28/2020
UMME,Umeme Limited,7.14,11/28/2020
UNGA,Unga Group Limited,30,11/28/2020
WTK,Williamson Tea Kenya Limited,128.5,11/28/2020
XPRS,Express Kenya Limited,3,11/28/2020
ABSA,Absa Bank Kenya Plc,9.54,11/29/2020
ARM,ARM Cement Limited,5.55,11/29/2020
BAMB,Bamburi Cement Limited,28,11/29/2020
BAT,British American Tobacco Kenya,372,11/29/2020
BERG,Crown Paints Kenya Limited,40,11/29/2020
BKG,Bank of Kigali Group Limited,14,11/29/2020
BOC,BOC Kenya Limited,67.75,11/29/2020
BRIT,Britam Holdings Limited,7.2,11/29/2020
C&G,Car and General Kenya Limited,22.5,11/29/2020
CABL,East African Cables Limited,1.4,11/29/2020
CARB,Carbacid Investments Limited,10.8,11/29/2020
CFC,Stanbic Holdings Limited,79,11/29/2020
CFCI,Liberty Kenya Holdings Limited,7.5,11/29/2020
CIC,CIC Insurance Group Limited,2.06,11/29/2020
COOP,Co-operative Bank of Kenya Limited,11.6,11/29/2020
DCON,Deacons East Africa Plc,0.45,11/29/2020
DTK,Diamond Trust Bank Kenya Limited,61.5,11/29/2020
EABL,East African Breweries Limited,153.75,11/29/2020
EGAD,Eaagads Limited,12.7,11/29/2020
EQTY,Equity Group Holdings Limited,34.4,11/29/2020
EVRD,Eveready East Africa Limited,1.01,11/29/2020
FAHR,STANLIB Fahari Income REIT,5.4,11/29/2020
FIRE,Sameer Africa Limited,3,11/29/2020
FTGH,Flame Tree Group Holdings Limited,1.31,11/29/2020
GLD,NewGold Exchange Traded Fund,"1,915.00",11/29/2020
HAFR,Home Afrika Limited,0.39,11/29/2020
HFCK,Housing Finance Company Limited,3.25,11/29/2020
I&M,I&M Holdings Plc,45.45,11/29/2020
ICDC,Centum Investment Company Limited,17,11/29/2020
JUB,Jubilee Holdings Limited,280,11/29/2020
KAPC,Kapchorua Tea Company Limited,71,11/29/2020
KCB,KCB Bank Kenya Limited,37.15,11/29/2020
KEGN,Kenya Electricity Generating Co. Ltd.,4.61,11/29/2020
KNRE,Kenya Re-Insurance Corporation Ltd,2.12,11/29/2020
KPLC,Kenya Power & Lighting Company,1.36,11/29/2020
KPLC-P4,Kenya Power 4% Preference Shares,5,11/29/2020
KPLC-P7,Kenya Power 7% Preference Shares,6,11/29/2020
KQ,Kenya Airways Limited,3.83,11/29/2020
KUKZ,Kakuzi Limited,365,11/29/2020
KURV,Kurwitu Ventures Limited,"1,500.00",11/29/2020
LIMT,Limuru Tea Company Limited,360,11/29/2020
LKL,Longhorn Publishers Limited,4.5,11/29/2020
MSC,Mumias Sugar Company Limited,0.28,11/29/2020
NBK,National Bank of Kenya Limited,4.12,11/29/2020
NBV,Nairobi Business Ventures Ltd,0.71,11/29/2020
NIC,NIC Bank Limited,22.95,11/29/2020
NMG,Nation Media Group,15.45,11/29/2020
NSE,Nairobi Securities Exchange Limited,8,11/29/2020
OCH,Olympia Capital Holdings Limited,2.02,11/29/2020
ORCH,Kenya Orchards Limited,11.05,11/29/2020
PAFR,Sanlam Kenya Plc,11,11/29/2020
PORT,East African Portland Cement Co. Ltd,12,11/29/2020
SASN,Sasini Tea and Coffee Limited,17.05,11/29/2020
SCAN,ScanGroup Limited,6,11/29/2020
SCBK,Standard Chartered Bank Limited,149.75,11/29/2020
SCOM,Safaricom Limited,31.9,11/29/2020
SGL,Standard Group Limited,22.8,11/29/2020
TCL,Trans Century Limited,1.27,11/29/2020
TOTL,Total Kenya Limited,23,11/29/2020
TPSE,TPS Eastern Africa Serena Limited,14.95,11/29/2020
UCHM,Uchumi Supermarket Limited,0.29,11/29/2020
UMME,Umeme Limited,7.14,11/29/2020
UNGA,Unga Group Limited,30,11/29/2020
WTK,Williamson Tea Kenya Limited,128.5,11/29/2020
XPRS,Express Kenya Limited,3,11/29/2020
